country,year,population,gdp,cement_co2,co2,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,consumption_co2,flaring_co2,gas_co2,methane,nitrous_oxide,oil_co2,other_industry_co2,primary_energy_consumption,total_ghg
India,1850,235732435,2.23E+11,,,,,,,,,,,,,,,
India,1851,236722812,2.24E+11,,,,,,,,,,,,,,,
India,1852,237693556,,,,,,,,,,,,,,,,
India,1853,238644470,,,,,,,,,,,,,,,,
India,1854,239599135,,,,,,,,,,,,,,,,
India,1855,240557565,,,,,,,,,,,,,,,,
India,1856,241519775,,,,,,,,,,,,,,,,
India,1857,242485780,,,,,,,,,,,,,,,,
India,1858,243455595,,,0.394,0.002,,,0.394,,0,0,,,0,,,
India,1859,244429232,,,0.636,0.003,,,0.636,,0,0,,,0,,,
India,1860,245406706,,,0.643,0.003,,,0.643,,0,0,,,0,,,
India,1861,246388032,2.20E+11,,0.497,0.002,0.002,,0.497,,0,0,,,0,,,
India,1862,247373226,,,0.55,0.002,,,0.55,,0,0,,,0,,,
India,1863,248362301,,,0.61,0.002,,,0.61,,0,0,,,0,,,
India,1864,249355276,,,0.577,0.002,,,0.577,,0,0,,,0,,,
India,1865,250352166,,,0.567,0.002,,,0.567,,0,0,,,0,,,
India,1866,251352986,,,0.64,0.003,,,0.64,,0,0,,,0,,,
India,1867,252357751,,,,,,,,,,,,,,,,
India,1868,253366477,,,,,,,,,,,,,,,,
India,1869,254283265,,,,,,,,,,,,,,,,
India,1870,255107500,2.15E+11,,,,,,,,,,,,,,,
India,1871,255838563,,,,,,,,,,,,,,,,
India,1872,256475832,,,,,,,,,,,,,,,,
India,1873,257018683,,,,,,,,,,,,,,,,
India,1874,257562626,,,,,,,,,,,,,,,,
India,1875,258107664,,,,,,,,,,,,,,,,
India,1876,258653799,,,,,,,,,,,,,,,,
India,1877,259201033,,,,,,,,,,,,,,,,
India,1878,259749368,,,1.767,0.007,,,1.767,,0,0,,,0,,,
India,1879,260650638,,,1.684,0.006,,,1.611,,0,0,,,0.073,,,
India,1880,261908874,,,1.887,0.007,,,1.777,,0,0,,,0.11,,,
India,1881,263528141,,,1.839,0.007,,,1.74,,0,0,,,0.099,,,
India,1882,265512544,,,2.196,0.008,,,1.969,,0,0,,,0.227,,,
India,1883,267866225,,,2.441,0.009,,,2.291,,0,0,,,0.15,,,
India,1884,270240712,2.34E+11,,2.73,0.01,0.012,,2.433,,0,0,,,0.297,,,
India,1885,272636189,2.42E+11,,2.459,0.009,0.01,,2.254,,0,0,,,0.205,,,
India,1886,275052841,2.36E+11,,2.772,0.01,0.012,,2.417,,0,0,,,0.355,,,
India,1887,277490853,2.49E+11,,3.066,0.011,0.012,,2.722,,0,0,,,0.344,,,
India,1888,279950415,2.52E+11,,3.41,0.012,0.014,,2.974,,0,0,,,0.436,,,
India,1889,282052078,2.47E+11,,4.022,0.014,0.016,,3.388,,0,0,,,0.634,,,
India,1890,283791657,2.60E+11,,4.432,0.016,0.017,,3.776,,0,0,,,0.656,,,
India,1891,285164933,2.36E+11,,4.772,0.017,0.02,,4.054,,0,0,,,0.718,,,
India,1892,286167644,2.55E+11,,5.247,0.018,0.021,,4.416,,0,0,,,0.831,,,
India,1893,286795490,2.62E+11,,5.543,0.019,0.021,,4.459,,0,0,,,1.084,,,
India,1894,287424652,2.66E+11,,5.617,0.02,0.021,,4.91,,0,0,,,0.707,,,
India,1895,288055133,2.59E+11,,7.035,0.024,0.027,,6.162,,0,0,,,0.872,,,
India,1896,288686934,2.40E+11,,7.608,0.026,0.032,,6.703,,0,0,,,0.905,,,
India,1897,289320059,2.84E+11,,8.253,0.029,0.029,,7.081,,0,0,,,1.172,,,
India,1898,289954511,2.85E+11,,9.125,0.031,0.032,,8.023,,0,0,,,1.102,,,
India,1899,290840108,2.63E+11,,10.054,0.035,0.038,,8.871,,0,0,,,1.183,,,
India,1900,291979136,2.72E+11,,11.93,0.041,0.044,,10.655,,0,0,,,1.275,,,
India,1901,293373897,2.77E+11,,13.18,0.045,0.048,,11.553,,0,0,,,1.627,,,
India,1902,295026710,3.01E+11,,14.515,0.049,0.048,,12.926,,0,0,,,1.59,,,
India,1903,296939909,3.05E+11,,14.802,0.05,0.049,,12.952,,0,0,,,1.85,,,
India,1904,298865451,3.06E+11,,16.561,0.055,0.054,,14.308,,0,0,,,2.253,,,
India,1905,300803415,3.01E+11,,16.931,0.056,0.056,,14.659,,0,0,,,2.272,,,
India,1906,302753881,3.09E+11,,19.549,0.065,0.063,,17.036,,0,0,,,2.514,,,
India,1907,304716930,2.91E+11,,21.772,0.071,0.075,,19.413,,0,0,,,2.36,,,
India,1908,306692643,2.95E+11,,24.908,0.081,0.084,,22.237,,0,0,,,2.671,,,
India,1909,308378771,3.35E+11,,24.143,0.078,0.072,,20.669,,0,0,,,3.473,,,
India,1910,309772810,3.36E+11,,23.487,0.076,0.07,,20.978,,0,0,,,2.51,,,
India,1911,310872238,3.34E+11,,24.782,0.08,0.074,,22.144,,0,0,,,2.638,,,
India,1912,311674516,3.33E+11,,28.521,0.092,0.086,,25.609,,0,0,,,2.913,,,
India,1913,312177087,3.26E+11,,31.467,0.101,0.097,,28.224,,0,0,,,3.243,,,
India,1914,312680404,3.44E+11,,31.698,0.101,0.092,,28.671,,0,0,,,3.027,,,
India,1915,313184465,3.35E+11,,33.142,0.106,0.099,,29.786,,0,0,,,3.356,,,
India,1916,313689273,3.45E+11,,33.518,0.107,0.097,,30.044,,0,0,,,3.473,,,
India,1917,314194829,3.39E+11,,35.02,0.111,0.103,,31.715,,0,0,,,3.305,,,
India,1918,314556958,2.95E+11,,39.359,0.125,0.133,,36.087,,0,0,,,3.272,,,
India,1919,315455236,3.36E+11,,42.975,0.136,0.128,,39.403,,0,0,,,3.572,,,
India,1920,316895450,3.09E+11,,34.868,0.11,0.113,,31.277,,0,0,,,3.591,,,
India,1921,318883445,3.32E+11,,37.506,0.118,0.113,,33.614,,0,0,,,3.891,,,
India,1922,321425121,3.47E+11,,36.903,0.115,0.106,,33.104,,0,0,,,3.799,,,
India,1923,324526435,3.36E+11,,37.972,0.117,0.113,,34.231,,0,0,,,3.741,,,
India,1924,327657673,3.52E+11,,40.628,0.124,0.115,,36.879,,0,0,,,3.749,,,
India,1925,330819124,3.56E+11,,40.085,0.121,0.113,,36.399,,0,0,,,3.686,,,
India,1926,334011077,3.67E+11,,39.943,0.12,0.109,,36.568,,0,0,,,3.375,,,
India,1927,337233829,3.67E+11,,41.884,0.124,0.114,,38.454,,0,0,,,3.43,,,
India,1928,340487677,3.71E+11,0.289,40.073,0.118,0.108,,39.257,,0,0,,,0.528,,,
India,1929,344079020,3.86E+11,0.293,41.708,0.121,0.108,,40.781,,0,0,,,0.634,,,
India,1930,348015421,3.89E+11,0.293,42.4,0.122,0.109,,41.451,,0,0,,,0.656,,,
India,1931,352304571,3.86E+11,0.3,38.851,0.11,0.101,,37.815,,0,0,,,0.736,,,
India,1932,356954300,3.91E+11,0.304,36.13,0.101,0.092,,35.093,,0,0,,,0.733,,,
India,1933,361972574,3.91E+11,0.319,35.467,0.098,0.091,,34.46,,0,0,,,0.689,,,
India,1934,367061397,3.95E+11,0.39,39.611,0.108,0.1,,38.411,,0,0,,,0.81,,,
India,1935,372221763,3.91E+11,0.454,41.393,0.111,0.106,,40.082,,0,0,,,0.857,,,
India,1936,377454675,4.06E+11,0.499,40.685,0.108,0.1,,39.376,,0,0,,,0.81,,,
India,1937,382761156,4.00E+11,0.581,45.067,0.118,0.113,,43.599,,0,0,,,0.887,,,
India,1938,388142237,4.01E+11,0,50.38,0.13,0.126,,49.357,,0,0,,,1.022,,,
India,1939,391883882,4.10E+11,0,49.312,0.126,0.12,,48.36,,0,0,,,0.953,,,
India,1940,393975786,4.23E+11,0,52.31,0.133,0.124,,51.177,,0,0,,,1.132,,,
India,1941,394407406,4.31E+11,1.084,53.581,0.136,0.124,,51.31,,0,0,,,1.187,,,
India,1942,393167957,4.29E+11,1.133,53.53,0.136,0.125,,51.254,,0,0,,,1.143,,,
India,1943,390246408,4.46E+11,1.095,46.644,0.12,0.105,,44.428,,0,0,,,1.121,,,
India,1944,387346568,4.42E+11,1.058,47.696,0.123,0.108,,45.499,,0,0,,,1.14,,,
India,1945,384468277,4.34E+11,1.11,52.874,0.138,0.122,,50.793,,0,0,,,0.971,,,
India,1946,381611373,4.11E+11,1.005,52.225,0.137,0.127,,50.322,,0,0,,,0.898,,,
India,1947,378775698,3.41E+11,0.75,53.18,0.14,0.156,,51.668,,0,0,,,0.762,,,
India,1948,375961095,3.44E+11,0.806,53.204,0.142,0.155,,51.628,,0,0,,,0.769,,,
India,1949,375136619,3.53E+11,1.088,56.188,0.15,0.159,,54.323,,0,0,,,0.777,,,
India,1950,357021120,3.54E+11,1.354,61.103,0.171,0.172,,52.56,,0,0,,,7.189,,,
India,1951,364922368,3.62E+11,1.658,64.022,0.175,0.177,,54.512,,0,0,,,7.852,,,
India,1952,372997184,3.73E+11,1.834,67.426,0.181,0.181,,58.03,,0,0,,,7.562,,,
India,1953,381227712,3.97E+11,1.958,68.705,0.18,0.173,,59.067,,0,0,,,7.68,,,
India,1954,389731392,4.13E+11,2.281,72.414,0.186,0.175,,60.592,,0,0,,,9.541,,,
India,1955,398577984,4.24E+11,2.326,78.788,0.198,0.186,,63.712,,0,0,,,12.751,,,
India,1956,407656608,4.48E+11,2.554,81.656,0.2,0.182,,65.157,,0,0,,,13.945,,,
India,1957,416935392,4.43E+11,2.903,91.635,0.22,0.207,,72.838,,0,0,,,15.894,,,
India,1958,426295776,4.77E+11,3.154,95.816,0.225,0.201,,75.819,,0,0,,,16.843,,,
India,1959,435900352,4.87E+11,3.537,101.447,0.233,0.208,,79.524,,0,0,,,18.387,,,
India,1960,445954560,5.21E+11,4.002,111.325,0.25,0.214,,87.878,,0,0,,,19.445,,,
India,1961,456351872,5.36E+11,4.205,120.404,0.264,0.224,,94.885,,0,0.004,,,21.31,,,
India,1962,467024192,5.48E+11,4.381,132.582,0.284,0.242,,103.261,,0.044,0.011,,,24.885,,,
India,1963,477933632,5.76E+11,4.771,142.444,0.298,0.247,,110.42,,0.136,0.011,,,27.106,,,
India,1964,489059296,6.20E+11,4.944,139.488,0.285,0.225,,105.924,,0.476,0.022,,,28.122,,,
India,1965,500114336,5.96E+11,5.398,153.702,0.307,0.258,0.248,116.456,,0.751,0.282,,,30.815,,619.451,
India,1966,510992608,6.01E+11,5.57,159.374,0.312,0.265,0.25,116.984,,0.832,0.311,,,35.676,,638.414,
India,1967,521987072,6.51E+11,5.821,159.556,0.306,0.245,0.242,119.096,,1.455,0.487,,,32.698,,658.433,
India,1968,533431904,6.68E+11,5.872,174.07,0.326,0.26,0.247,123.826,,1.37,0.751,,,42.25,,703.985,
India,1969,545314688,7.13E+11,6.438,177.414,0.325,0.249,0.227,123.368,,1.26,0.997,,,45.35,,780.436,
